Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2022-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Wed, 30 Mar 2022 18:17:40 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2006-0128-USA,2006,0128,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Missouri, Arkansas, Illinois, Indiana, Kansas, Oklahoma provinces",,Flood,,,,,,202,Kph,,,,,2006,3,11,2006,3,13,10,42,,,42,,,800000,1075321,1200000,1612982,74.39638749,1,3217;3227;3228;3230;3239;3250,,"Arkansas, Illinois, Indiana, Kansas, Missouri, Oklahoma (Adm1). "
2006-0595-USA,2006,0595,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"North Carolina, Alabama, Arizona, Arkansas, Louisiana, Maryland, Mississippi, Pennsylvania, South Dakota, Texas provinces",,Flood,,,,,,,Kph,,,,,2006,11,15,2006,11,16,12,20,,,20,,,62500,84009,95000,127694,74.39638749,1,3214;3216;3217;3232;3234;3238;3247;3252;3255;3257,,"Alabama, Arizona, Arkansas, Louisiana, Maryland, Mississippi, North Carolina, Pennsylvania, South Dakota, Texas (Adm1). "
2006-0642-USA,2006,0642,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Erie, Niagara, Genesee, Orleans districts (New York province)",,Flood,,,,Yes,,,Kph,,,,,2006,10,12,2006,10,14,3,,,,,,,200000,268830,300000,403245,74.39638749,2,,30519;30523;30536;30541,"Erie, Genesee, Niagara, Orleans (Adm2). "
2006-0466-USA,2006,0466,,Natural,Meteorological,Storm,Tropical cyclone,,Ernesto,United States of America (the),USA,Northern America,Americas,"South Carolina, North Carolina, Virginia provinces",,Flood,,,,,,119,Kph,34.74,-77.87,,,2006,8,2,2006,9,7,6,,140,,140,,,,,32860,44169,74.39638749,1,3247;3254;3260,,"North Carolina, South Carolina, Virginia (Adm1). "
2006-0706-USA,2006,0706,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Daytona beach (Volusia district, Florida province)",,,,,,,,193,Kph,,,,,2006,12,25,2006,12,25,,,600,,600,,,56000,75272,90000,120974,74.39638749,2,,29061,Volusia (Adm2). 
2006-0707-USA,2006,0707,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,Colorado provinces,,,,,,Yes,,,Kph,,,,,2006,12,21,2006,12,21,,,,,,,,,,,,74.39638749,1,3219,,Colorado (Adm1). 
2006-0718-USA,2006,0718,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,Kansas province,,,,,,Yes,,,Kph,,,,,2006,12,27,2006,12,31,,,,,,,,,,360000,483894,74.39638749,1,3230,,Kansas (Adm1). 
2006-0344-USA,2006,0344,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Huron, Erie, Crawford, Lucas, Sandusky districts (Ohio province)",Severe storms,,,,,,,6780,Km2,41.41,-86.91,,"Huron, Cuyahoga",2006,6,22,2006,6,25,2,,2400,,2400,,,,,7000,9409,74.39638749,2,,30736;30741;30758;30767;30791,"Crawford, Erie, Huron, Lucas, Sandusky (Adm2). "
2006-0413-USA,2006,0413,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,El Paso district (Texas province),Heavy rain,,,,,,,3610,Km2,31.76,-106.39,,Rio Grande,2006,7,27,2006,8,7,,,,,,,,,,100000,134415,74.39638749,2,,31269,El Paso (Adm2). 
2006-0418-USA,2006,0418,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,Lake district (Ohio province),Heavy rain,,,,,,,4720,Km2,41.52,-81.09,,"Grand, Chagrin rivers",2006,7,27,2006,7,30,1,,600,,600,,,,,,,74.39638749,2,,30762,Lake (Adm2). 
2006-0461-USA,2006,0461,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,Alaska province,Heavy rain,,,,,,,95940,Km2,62.45,-99.99,,"Little Sustina, Kahiltna, Sheridan, Eyak, Lake Creek, Campbell Creek",2006,8,19,2006,8,24,,,150,,150,,,,,15500,20834,74.39638749,1,3215,,Alaska (Adm1). 
2006-0566-USA,2006,0566,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Prince William Sound area (Valdez-Cordova district, Alaska province)",Heavy rain,,,,,,,51560,Km2,60.88,-145.99,,"Copper, Lowe",2006,10,9,2006,10,14,,,100,,100,,,,,,,74.39638749,2,,154734,Valdez-Cordova (Adm2). 
2006-0598-USA,2006,0598,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Washington, Oregon provinces",Heavy rains,,,,,,,57890,Km2,47.86,-122.15,,"Cowlitz, Skokomish, Skykomish, Tolt, Puyallup, Skagit, Snohomish, Pilchuck, Carbon, Snoqualmie, South Fork of the Stillaguamish, Nisqually, White, Wenatchee rivers (Washington); White, Columbia, Nehalem, Wilson rivers (Oregon)",2006,11,5,2006,11,10,2,,1500,,1500,,,,,,,74.39638749,1,3251;3261,,"Oregon, Washington (Adm1). "
2006-0387-USA,2006,0387,,Natural,Meteorological,Extreme temperature ,Heat wave,,,United States of America (the),USA,Northern America,Americas,"Modesto city (Stanislaus district, California province)",,,,,,,,50,°C,,,,,2006,7,14,2006,8,15,164,,,,,,,,,,,74.39638749,2,,28914,Stanislaus (Adm2). 
2006-0427-USA,2006,0427,,Natural,Meteorological,Extreme temperature ,Heat wave,,,United States of America (the),USA,Northern America,Americas,New York province,,,,,,Yes,,44,°C,,,,,2006,7,30,2006,8,6,24,,,,,,,,,,,74.39638749,1,3246,,New York (Adm1). 
2006-0576-USA,2006,0576,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,"Riverside, Palm Springs cities (Riverside district, California province), San Diego district (California province)",,,,,,Yes,,,Km2,,,,,2006,10,26,2006,10,27,4,1,,102,103,,,,,25000,33604,74.39638749,2,,28897;28901,"Riverside, San Diego (Adm2). "
2006-0662-USA,2006,0662,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,Ventura district (California province),,,,,,Yes,,,Km2,,,,,2006,12,3,2006,12,6,,,,15,15,,,,,25000,33604,74.39638749,2,,28920,Ventura (Adm2). 
2006-0374-USA,2006,0374,,Natural,Climatological,Wildfire,,,,United States of America (the),USA,Northern America,Americas,California province,,,,,,Yes,,350,Km2,,,,,2006,7,9,2006,7,14,1,17,,150,167,,,,,16000,21506,74.39638749,1,3218,,California (Adm1). 
2006-0744-USA,2006,0744,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Oregon, Washington provinces",,,,,,,,,Kph,,,,,2006,12,14,2006,12,15,10,,,,,,,200000,268830,,,74.39638749,1,3251;3261,,"Oregon, Washington (Adm1). "
2007-0026-USA,2007,0026,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"California, Texas, Georgia, South Carolina, Oklahoma, Missouri, Iowa, Michigan, New York, Maine, Kansas, Illinois provinces",,Rain,Cold wave,,,Yes,,,Kph,,,,,2007,1,12,2007,1,17,65,220,,,220,,,200000,261374,500000,653435,76.5186792,1,3218;3224;3227;3229;3230;3233;3236;3239;3246;3250;3254;3257,,"California, Georgia, Illinois, Iowa, Kansas, Maine, Michigan, Missouri, New York, Oklahoma, South Carolina, Texas (Adm1). "
2007-0066-USA,2007,0066,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"New York, Vermont, New Jersey, Ohio, Pennsylvania provinces",,Cold wave,,,,,,64,Kph,,,,,2007,2,14,2007,2,15,16,,,,,,,200000,261374,140000,182962,76.5186792,1,3244;3246;3249;3252;3259,,"New Jersey, New York, Ohio, Pennsylvania, Vermont (Adm1). "
2007-0048-USA,2007,0048,TO-2007-000024,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Volusia, Lake, Sumter, Seminole districts (Florida province)",,,,,,Yes,,265,Kph,,,,,2007,2,2,2007,2,2,20,,6600,,6600,,,200000,261374,130000,169893,76.5186792,2,,29031;29054;29057;29061,"Lake, Seminole, Sumter, Volusia (Adm2). "
2007-0083-USA,2007,0083,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Alabama, Missouri, Georgia, Minnesota provinces",,,,,,,,,Kph,,,,,2007,3,1,2007,3,2,20,20,,,20,,,450000,588092,600000,784122,76.5186792,1,3214;3224;3237;3239,,"Alabama, Georgia, Minnesota, Missouri (Adm1). "
2007-0041-USA,2007,0041,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Indiana, Arkansas, Texas, Ohio, Missouri provinces",Heavy rains,,,,,,,434,Km2,34.88,-90.07,,"Wabash, White, East Fork of White River, Lower Ohio, Patoka, Black, St Francis, White, Cache, Ouachita, Sabine, Navasota, Neches, Sulpher, lower Ohio",2007,1,15,2007,1,25,24,,,,,,,,,,,76.5186792,1,3217;3228;3239;3249;3257,,"Arkansas, Indiana, Missouri, Ohio, Texas (Adm1). "
2007-0383-USA,2007,0383,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Illinois, Colorado, Michigan, Minnesota, Wisconsin, Ohio, Oklahoma, North Dakota provinces",Heavy rains,Rain,"Slide (land, mud, snow, rock)",,,,,1217000,Km2,36.86,-94.64,,,2007,8,16,2007,8,27,26,40,2800,,2840,,,450000,588092,700000,914809,76.5186792,1,3219;3227;3236;3237;3248;3249;3250;3263,,"Colorado, Illinois, Michigan, Minnesota, North Dakota, Ohio, Oklahoma, Wisconsin (Adm1). "
2007-0581-USA,2007,0581,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Washington, Oregon provinces",,Flood,"Slide (land, mud, snow, rock)",,,Yes,,160,Kph,47.09,-122.91,,,2007,12,3,2007,12,7,17,28,1100,,1128,,,200000,261374,1000000,1306870,76.5186792,1,3251;3261,,"Oregon, Washington (Adm1). "
2007-0662-USA,2007,0662,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Colorado, Iowa, Kansas, Minnesota, Missouri, Nebraska, Oklahoma, South Dakota provinces",,Flood,Hail,,,,,,Kph,,,,,2007,5,4,2007,5,8,12,40,,,40,,,200000,261374,350000,457405,76.5186792,1,3219;3229;3230;3237;3239;3241;3250;3255,,"Colorado, Iowa, Kansas, Minnesota, Missouri, Nebraska, Oklahoma, South Dakota (Adm1). "
2007-0663-USA,2007,0663,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Texas, Delaware, Connecticut, Georgia, Louisiana, Massachusetts, Maine, Maryland, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Vermont, Virginia provinces",,Flood,Hail,,,,,1300,Kph,,,,,2007,4,13,2007,4,17,23,,,,,,,1566000,2046559,2000000,2613741,76.5186792,1,3220;3221;3224;3232;3233;3234;3235;3238;3243;3244;3246;3247;3252;3253;3254;3257;3259;3260,,"Connecticut, Delaware, Georgia, Louisiana, Maine, Maryland, Massachusetts, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Texas, Vermont, Virginia (Adm1). "
2007-0244-USA,2007,0244,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Wichita Falls area (Wichita district, Texas province), Georgetown areas (Williamson district, Texas province), Burnet, Marble Falls, Granite Shoals areas (Burnet district, Texas province), Granbury area (Hood district, Texas province), Lampasas, Parker, Eastland districts (Texas province), Miami, Commerce areas (Ottawa district, Oklahoma province), Shawnee, Tecumseh, Maud areas (Pottawatomie district, Oklahoma province), Oklahoma city (Oklahoma district, Oklahoma province), Waurika area (Jefferson district, Oklahoma province), Bartlesville, Dewey areas (Washington district, Oklahoma province), Love, Lincoln districts (Oklahoma province), Coffeyville area (Montgomery district, Kansas province), Osawatomie area (Miami district, Kansas province), Allen, Labette, Neosho, Wilson, Woodson districts (Kansas province), Rockville, Papinville areas (Bates district, Missouri province), Vernon district (Missouri province)",Heavy rain,,Rain,,,,,507800,Km2,32.84,-97.17,,"San Gabriel, Brazos, Wichita, Trinity, Guadalupe, Sabine, Nueces, Colorado, Caney, Neosho, Red River, Verdigris, Marais des Cygnes, Pottawatomie, Marmaton, Osage and Marais des Cygnes",2007,6,26,2007,7,6,8,,5000,,5000,,,,,,,76.5186792,2,,29566;29615;29626;29628;29632;29668;29669;30167;30269;30841;30850;30862;30865;30870;30881;31226;31266;31310;31341;31383;31442;31445,"Allen, Bates, Burnet, Eastland, Hood, Jefferson, Labette, Lampasas, Love, Miami, Montgomery, Neosho, Oklahoma, Ottawa, Parker, Pottawatomie, Vernon, Washington, Wichita, Williamson, Wilson, Woodson (Adm2). "
2007-0690-USA,2007,0690,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Iowa, Kansas, Minnesota, Texas, Wisconsin provinces",,Hail,,,,,,128,Kph,,,,,2007,5,21,2007,5,25,5,,,,,,,200000,261374,300000,392061,76.5186792,1,3229;3230;3237;3257;3263,,"Iowa, Kansas, Minnesota, Texas, Wisconsin (Adm1). "
2007-0251-USA,2007,0251,,Natural,Hydrological,Flood,Flash flood,,,United States of America (the),USA,Northern America,Americas,New York province,Brief torrential rain,Rain,,,,,,6500,Km2,42.23,-74.95,,"Spring Brook, Veaverkill Creek",2007,6,19,2007,6,20,4,,120,,120,,,,,,,76.5186792,1,3246,,New York (Adm1). 
2007-0519-USA,2007,0519,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura districts (California province)",,Storm,,,,Yes,,,Km2,,,,,2007,10,21,2007,10,24,8,64,640000,,640064,,,1900000,2483054,2500000,3267176,76.5186792,2,,28883;28894;28897;28900;28901;28906;28920,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura (Adm2). "
2007-0689-USA,2007,0689,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Arkansas, Iowa, Texas",,Cold wave,,,,,,,Kph,,,,,2007,2,23,2007,2,25,4,27,,,27,,,200000,261374,300000,392061,76.5186792,1,3217;3229;3257,,"Arkansas, Iowa, Texas (Adm1). "
2007-0156-USA,2007,0156,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,Texas province,,Flood,,,,,,240,Kph,,,,,2007,4,24,2007,4,26,10,80,,200,280,,,,,,,76.5186792,1,3257,,Texas (Adm1). 
2007-0359-USA,2007,0359,,Natural,Meteorological,Storm,Tropical cyclone,,Erin,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Missouri provinces",,Flood,,,,,,132,Kph,,,,,2007,8,16,2007,8,19,7,,,,,,,,,,,76.5186792,1,3239;3250;3257,,"Missouri, Oklahoma, Texas (Adm1). "
2007-0621-USA,2007,0621,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Illinois, Iowa, Missouri, Minnesota, Kansas, Nebraska, Colorado, Michigan, Wisconsin, Wyoming provinces",,Transport accident,,,,,,109,Kph,,,,,2007,12,23,2007,12,26,22,,,,,,,,,,,76.5186792,1,3219;3227;3229;3230;3236;3237;3239;3241;3263;3264,,"Colorado, Illinois, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Wisconsin, Wyoming (Adm1). "
2007-0641-USA,2007,0641,,Natural,Meteorological,Storm,,,,United States of America (the),USA,Northern America,Americas,"Oklahoma, Missouri, Iowa, Illinois, Kansas, Nebraska, Connecticut, Michigan, New York, New Jersey, Pennsylvania, Rhode Island provinces",,Transport accident,,,,,,,Kph,,,,,2007,12,9,2007,12,11,24,2,,,2,,,450000,588092,500000,653435,76.5186792,1,3220;3227;3229;3230;3236;3239;3241;3244;3246;3250;3252;3253,,"Connecticut, Illinois, Iowa, Kansas, Michigan, Missouri, Nebraska, New Jersey, New York, Oklahoma, Pennsylvania, Rhode Island (Adm1). "
2007-0173-USA,2007,0173,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Texas, Kansas, Oklahoma provinces",Heavy rain,,,,,,,341,Km2,30.24,-98.66,,"Guadalupe, Pedernales, Medina, Little Arkansas, Mulberry Creek, Honey Creek, Washita",2007,5,24,2007,5,29,8,,100,,100,,,,,,,76.5186792,1,3230;3250;3257,,"Kansas, Oklahoma, Texas (Adm1). "
2007-0254-USA,2007,0254,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"North Texas, Oklahoma provinces",Heavy rain,,,,,,,34750,Km2,33.45,-97.3,,Pecan Creek,2007,6,17,2007,6,22,10,,750,,750,,,,,28000,36592,76.5186792,1,3250;3257,,"Oklahoma, Texas (Adm1). "
2007-0351-USA,2007,0351,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"Alpine, Amador, Calaveras, El Dorado, Mono, Placer, Tuolumne districts (California province)",,,,,,,,,Km2,,,,,2007,6,24,2007,7,2,,,,768,768,,,150000,196031,,,76.5186792,2,,28866;28867;28869;28873;28890;28895;28919,"Alpine, Amador, Calaveras, El Dorado, Mono, Placer, Tuolumne (Adm2). "
2007-0579-USA,2007,0579,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"Malibu area (Los Angeles district, California province)",,,,,,,,,Km2,,,,,2007,11,24,2007,11,27,,,10000,159,10159,,,,,315000,411664,76.5186792,2,,28883,Los Angeles (Adm2). 
2007-9548-USA,2007,9548,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,"California, Georgia, Maryland provinces",Lack of precipitation,,,,,Yes,,,Km2,,,,,2007,10,,2009,6,,,,,,,,,,,300000,392061,76.5186792,1,3218;3224;3234,,"California, Georgia, Maryland (Adm1). "
2008-0010-USA,2008,0010,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"California, Nevada, Oregon provinces",Heavy rains,Rain,Broken Dam/Burst bank,,,,,550,Km2,39.63,-119.2,,irrigation canal from Truckee river,2008,1,5,2008,1,9,2,,1500,,1500,,,,,,,79.4563044,1,3218;3242;3251,,"California, Nevada, Oregon (Adm1). "
2008-0210-USA,2008,0210,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Dunkerton city (Black Hawk district, Iowa province), Parkesburg, New Hartford cities (Butler district, Iowa province), Cedar Rapids city (Linn district, Iowa province), Minnesota, Indiana, Illinois, Kansas, Michigan, Montana, Missouri, Nebraska, Wisconsin provinces",,Flood,Broken Dam/Burst bank,,,Yes,,320,Kph,39.82,-92.33,,,2008,5,22,2008,5,26,7,70,,,70,,,1325000,1667583,1600000,2013685,79.4563044,1;2,3227;3228;3230;3236;3237;3239;3240;3241;3263,29473;29478;29523,"Illinois, Indiana, Kansas, Michigan, Minnesota, Missouri, Montana, Nebraska, Wisconsin (Adm1). Black Hawk, Butler, Linn (Adm2). "
2008-0194-USA,2008,0194,TO-2008-000061,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Kansas, Maryland, Missouri, North Carolina, Virginia, Texas, Oklahoma, Georgia, Arkansas provinces","Cold front meeting warm, moist air",Flood,Hail,,,Yes,,280,Kph,,,,,2008,5,10,2008,5,12,22,150,,,150,,,450000,566349,700000,880987,79.4563044,1,3217;3224;3230;3234;3239;3247;3250;3257;3260,,"Arkansas, Georgia, Kansas, Maryland, Missouri, North Carolina, Oklahoma, Texas, Virginia (Adm1). "
2008-0039-USA,2008,0039,TO-2008-000020,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Tennessee, Arkansas, Kentucky, Mississippi, Alabama, Indiana, Texas, Illinois, Ohio, Missouri provinces",,Hail,Flood,,,Yes,,,Kph,,,,,2008,2,5,2008,2,6,59,150,,,150,,,955000,1201918,1300000,1636119,79.4563044,1,3214;3217;3227;3228;3231;3238;3239;3249;3256;3257,,"Alabama, Arkansas, Illinois, Indiana, Kentucky, Mississippi, Missouri, Ohio, Tennessee, Texas (Adm1). "
2008-0115-USA,2008,0115,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province)",,Hail,Flood,,,Yes,,217,Kph,,,,,2008,3,14,2008,3,14,2,27,150,,177,,,450000,566349,450000,566349,79.4563044,2,,29095;29097;29108;29124;29131,"Clayton, Cobb, DeKalb, Fulton, Gwinnett (Adm2). "
2008-0304-USA,2008,0304,TC-2008-000111,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Dolly,United States of America (the),USA,Northern America,Americas,"Panama city beach (Bay district, Florida province), Aransas, Bexar, Brooks, Calhoun, Cameron, Hidalgo, Jim Wells, Kenedy, Kleberg, Nueces, Refugio, San Patricio, Starr, Victoria, Willacy districts (Texas province)",,Flood,Transport accident,,,Yes,,160,Kph,,,,,2008,7,23,2008,7,23,,,,,,,,600000,755132,1200000,1510264,79.4563044,2,,29000;31203;31214;31223;31228;31230;31307;31324;31330;31336;31377;31395;31404;31413;31434;31444,"Aransas, Bay, Bexar, Brooks, Calhoun, Cameron, Hidalgo, Jim Wells, Kenedy, Kleberg, Nueces, Refugio, San Patricio, Starr, Victoria, Willacy (Adm2). "
2008-0131-USA,2008,0131,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Missouri, Mississippi, Arkansas, Indiana, Illinois, Ohio, Kentucky, Oklahoma, Iowa, Wisconsin, Texas provinces",Rain and snowmelt,Broken Dam/Burst bank,,,,Yes,,565200,Km2,36.23,-89.15,,Ohio and Mississippi rivers and tributaries,2008,3,17,2008,4,20,18,,1000,,1000,,,,,2000,2517,79.4563044,1,3217;3227;3228;3229;3231;3238;3239;3249;3250;3257;3263,,"Arkansas, Illinois, Indiana, Iowa, Kentucky, Mississippi, Missouri, Ohio, Oklahoma, Texas, Wisconsin (Adm1). "
2008-0627-USA,2008,0627,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Illinois, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Wisconsin provinces",,Broken Dam/Burst bank,,,,,,,Km2,,,,"Mississipi, Ohio rivers",2008,6,9,2008,6,30,24,148,11000000,,11000148,,,400000,503421,10000000,12585534,79.4563044,1,3227;3229;3230;3236;3237;3239;3241;3263,,"Illinois, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Wisconsin (Adm1). "
2008-0338-USA,2008,0338,,Natural,Meteorological,Storm,Tropical cyclone,,"Tropical Storm ""Fay""",United States of America (the),USA,Northern America,Americas,"Florida, Georgia, Alabama, Mississippi provinces",,Flood,,,,Yes,,100,Kph,,,,,2008,8,20,2008,8,28,12,,400,,400,,,,,180000,226540,79.4563044,1,3214;3223;3224;3238,,"Alabama, Florida, Georgia, Mississippi (Adm1). "
2008-0384-USA,2008,0384,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Ike,United States of America (the),USA,Northern America,Americas,"Galveston, Brazoria, Harris, Chambers, Jefferson districts (Texas province), Louisiana, Tennessee, Arkansas, Ohio, Indiana, Illinois, Missouri, Kentucky, Pennsylvania, Michigan provinces",,Flood,,,,,,200,Kph,35.05,-90.45,,,2008,9,12,2008,9,16,82,,200000,,200000,,,15000000,18878301,30000000,37756601,79.4563044,1;2,3217;3227;3228;3231;3232;3236;3239;3249;3252;3256,31219;31235;31283;31300;31322,"Arkansas, Illinois, Indiana, Kentucky, Louisiana, Michigan, Missouri, Ohio, Pennsylvania, Tennessee (Adm1). Brazoria, Chambers, Galveston, Harris, Jefferson (Adm2). "
2008-0599-USA,2008,0599,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Arkansas, Illinois, Indiana, Kentucky, Missouri, New York, Ohio, Tennessee, Alabama, Mississippi provinces",,,,,,,,,Kph,,,,,2008,1,29,2008,1,30,4,,,,,,,,,600000,755132,79.4563044,1,3214;3217;3227;3228;3231;3238;3239;3246;3249;3256,,"Alabama, Arkansas, Illinois, Indiana, Kentucky, Mississippi, Missouri, New York, Ohio, Tennessee (Adm1). "
2008-0601-USA,2008,0601,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Arkansas, Oklahoma, Texas provinces",,,,,,,,,Kph,,,,,2008,4,9,2008,4,11,3,,,,,,,800000,1006843,1100000,1384409,79.4563044,1,3217;3250;3257,,"Arkansas, Oklahoma, Texas (Adm1). "
2008-0645-USA,2008,0645,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,Suffolk district (Virginia province),,,,,,,,240,Kph,,,,,2008,4,28,2008,4,28,,200,,,200,,,62500,78660,110000,138441,79.4563044,2,,31616,Suffolk (Adm2). 
2008-0654-USA,2008,0654,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Massachusetts, New York, Maine, New Hampshire, Vermont provinces",,,,,,,,,Kph,,,,,2008,12,11,2008,12,22,5,,,,,,,275000,346102,360000,453079,79.4563044,1,3233;3235;3243;3246;3259,,"Maine, Massachusetts, New Hampshire, New York, Vermont (Adm1). "
2008-0563-USA,2008,0563,,Natural,Meteorological,Extreme temperature ,Severe winter conditions,Snow/Ice,,United States of America (the),USA,Northern America,Americas,"Maine, Massachusetts, New Hampshire, New York, Vermont provinces",,,,,,Yes,,,°C,,,,,2008,12,11,2008,12,14,,,,,,,,,,,,79.4563044,1,3233;3235;3243;3246;3259,,"Maine, Massachusetts, New Hampshire, New York, Vermont (Adm1). "
2008-0099-USA,2008,0099,,Natural,Geophysical,Earthquake,Ground movement,,,United States of America (the),USA,Northern America,Americas,"Wells city (Elko district, Nevada province)",,,,,,,,6,Richter,41.1444,-114.8721,06:16,,2008,2,21,2008,2,21,,3,2100,,2103,,,,,,,79.4563044,2,,30428,Elko (Adm2). 
